Gene,IG Score Before Training,IG Score After Training
TCTE3,-1.0,-1.0
TCTEX1D2,-1.0,-1.0
TDH,-1.0,-1.0
TDO2,-1.0,-1.0
TDRD12,-1.0,-1.0
TDRD5,-1.0,-1.0
TDRG1,-1.0,-1.0
TEAD4,-1.0,-1.0
TEKT4,-1.0,-1.0
TEKT5,-1.0,-1.0
TERC,-1.0,-1.0
TERT,-1.0,-1.0
TEX11,-1.0,-1.0
TEX13A,-1.0,-1.0
TEX13B,-1.0,-1.0
TEX15,-1.0,-1.0
TEX19,-1.0,-1.0
TFAMP1,-1.0,-1.0
TFAP2D,-1.0,-1.0
TFAP2E,-1.0,-1.0
TFDP3,-1.0,-1.0
TFR2,-1.0,-1.0
TG,-1.0,-1.0
TGIF2LX,-1.0,-1.0
TGIF2LY,-1.0,-1.0
TGM4,-1.0,-1.0
TGM5,-1.0,-1.0
TH,-1.0,-1.0
THAP8,-1.0,-1.0
THAP9,-1.0,-1.0
THEG,-1.0,-1.0
THSD1P1,-1.0,-1.0
TIFAB,-1.0,-1.0
TIGD1,-1.0,-1.0
TIGD2,-1.0,-1.0
TIGD3,-1.0,-1.0
TIGD4,-1.0,-1.0
TIGD5,-1.0,-1.0
TIGD6,-1.0,-1.0
TIGIT,-1.0,-1.0
TIPIN,-1.0,-1.0
TKTL1,-1.0,-1.0
TKTL2,-1.0,-1.0
TLCD1,-1.0,-1.0
TLE6,-1.0,-1.0
TLL2,-1.0,-1.0
TLR6,-1.0,-1.0
TLX1,-1.0,-1.0
TLX1NB,-1.0,-1.0
TLX2,-1.0,-1.0
TLX3,-1.0,-1.0
TM4SF19,-1.0,-1.0
TM4SF20,-1.0,-1.0
TM7SF4,-1.0,-1.0
TMC7,-1.0,-1.0
TMCC2,-1.0,-1.0
TMCO2,-1.0,-1.0
TMED10P1,-1.0,-1.0
TMED7-TICAM2,-1.0,-1.0
TMEFF1,-1.0,-1.0
TMEM102,-1.0,-1.0
TMEM105,-1.0,-1.0
TMEM114,-1.0,-1.0
TMEM145,-1.0,-1.0
TMEM149,-1.0,-1.0
TMEM14E,-1.0,-1.0
TMEM150B,-1.0,-1.0
TMEM151A,-1.0,-1.0
TMEM151B,-1.0,-1.0
TMEM155,-1.0,-1.0
TMEM156,-1.0,-1.0
TMEM158,-1.0,-1.0
TMEM163,-1.0,-1.0
TMEM17,-1.0,-1.0
TMEM179,-1.0,-1.0
TMEM180,-1.0,-1.0
TMEM182,-1.0,-1.0
TMEM189-UBE2V1,-1.0,-1.0
TMEM191A,-1.0,-1.0
TMEM194B,-1.0,-1.0
TMEM198,-1.0,-1.0
TMEM202,-1.0,-1.0
TMEM206,-1.0,-1.0
TMEM211,-1.0,-1.0
TMEM215,-1.0,-1.0
TMEM31,-1.0,-1.0
TMEM44,-1.0,-1.0
TMEM63C,-1.0,-1.0
TMEM79,-1.0,-1.0
TMEM81,-1.0,-1.0
TMEM86B,-1.0,-1.0
TMEM88B,-1.0,-1.0
TMEM89,-1.0,-1.0
TMEM92,-1.0,-1.0
TMPPE,-1.0,-1.0
TMPRSS11D,-1.0,-1.0
TMPRSS11F,-1.0,-1.0
TMPRSS13,-1.0,-1.0
TMPRSS15,-1.0,-1.0
TMPRSS5,-1.0,-1.0
TMPRSS6,-1.0,-1.0
TMPRSS9,-1.0,-1.0
TMSB15A,-1.0,-1.0
TMSB15B,-1.0,-1.0
TNFAIP8L2,-1.0,-1.0
TNFRSF10C,-1.0,-1.0
TNFRSF13C,-1.0,-1.0
TNFRSF25,-1.0,-1.0
TNFRSF6B,-1.0,-1.0
TNFRSF9,-1.0,-1.0
TNFSF11,-1.0,-1.0
TNFSF12-TNFSF13,-1.0,-1.0
TNFSF18,-1.0,-1.0
TNFSF4,-1.0,-1.0
TNIP3,-1.0,-1.0
TNNT1,-1.0,-1.0
TNP2,-1.0,-1.0
TOP1P1,-1.0,-1.0
TOP1P2,-1.0,-1.0
TOP2A,-1.0,-1.0
TP53TG3B,-1.0,-1.0
TP73,-1.0,-1.0
TPD52L3,-1.0,-1.0
TPI1P2,-1.0,-1.0
TPI1P3,-1.0,-1.0
TPRX1,-1.0,-1.0
TPRXL,-1.0,-1.0
TPTE,-1.0,-1.0
TPTE2,-1.0,-1.0
TPX2,-1.0,-1.0
TRAIP,-1.0,-1.0
TRAPPC2P1,-1.0,-1.0
TREM1,-1.0,-1.0
TREM2,-1.0,-1.0
TREML2,-1.0,-1.0
TREML3,-1.0,-1.0
TREML4,-1.0,-1.0
TREX2,-1.0,-1.0
TRHR,-1.0,-1.0
TRIM15,-1.0,-1.0
TRIM16L,-1.0,-1.0
TRIM17,-1.0,-1.0
TRIM42,-1.0,-1.0
TRIM43,-1.0,-1.0
TRIM45,-1.0,-1.0
TRIM46,-1.0,-1.0
TRIM48,-1.0,-1.0
TRIM49,-1.0,-1.0
TRIM49L,-1.0,-1.0
TRIM52,-1.0,-1.0
TRIM53,-1.0,-1.0
TRIM54,-1.0,-1.0
TRIM59,-1.0,-1.0
TRIM60,-1.0,-1.0
TRIM64,-1.0,-1.0
TRIM67,-1.0,-1.0
TRIM7,-1.0,-1.0
TRIM71,-1.0,-1.0
TRIM72,-1.0,-1.0
TRIM74,-1.0,-1.0
TRIM78P,-1.0,-1.0
TRIML1,-1.0,-1.0
TRIML2,-1.0,-1.0
TRIP13,-1.0,-1.0
TROAP,-1.0,-1.0
TRPA1,-1.0,-1.0
TRPM2,-1.0,-1.0
TRPM8,-1.0,-1.0
TRPV1,-1.0,-1.0
TRPV4,-1.0,-1.0
TRY6,-1.0,-1.0
TSGA10IP,-1.0,-1.0
TSGA13,-1.0,-1.0
TSIX,-1.0,-1.0
TSNAX-DISC1,-1.0,-1.0
TSPAN10,-1.0,-1.0
TSPAN16,-1.0,-1.0
TSPY2,-1.0,-1.0
TSPY3,-1.0,-1.0
TSPY4,-1.0,-1.0
TSPYL6,-1.0,-1.0
TSSK3,-1.0,-1.0
TSSK6,-1.0,-1.0
TTBK1,-1.0,-1.0
TTC16,-1.0,-1.0
TTC24,-1.0,-1.0
TTC25,-1.0,-1.0
TTC26,-1.0,-1.0
TTC9B,-1.0,-1.0
TTK,-1.0,-1.0
TTLL1,-1.0,-1.0
TTLL13,-1.0,-1.0
TTLL8,-1.0,-1.0
TTLL9,-1.0,-1.0
TTTY2,-1.0,-1.0
TUBA3D,-1.0,-1.0
TUBA3E,-1.0,-1.0
TUBB4,-1.0,-1.0
TUBB4Q,-1.0,-1.0
TUBB8,-1.0,-1.0
TUBBP5,-1.0,-1.0
TUBD1,-1.0,-1.0
TULP1,-1.0,-1.0
TXNDC2,-1.0,-1.0
TXNDC3,-1.0,-1.0
TYR,-1.0,-1.0
TYW1B,-1.0,-1.0
UBE2CBP,-1.0,-1.0
UBE2MP1,-1.0,-1.0
UBE2T,-1.0,-1.0
UBE2U,-1.0,-1.0
UBL4B,-1.0,-1.0
UBQLN3,-1.0,-1.0
UBTFL1,-1.0,-1.0
UCA1,-1.0,-1.0
UCKL1AS,-1.0,-1.0
UCN,-1.0,-1.0
UCN2,-1.0,-1.0
UCP3,-1.0,-1.0
UFSP1,-1.0,-1.0
UHRF1,-1.0,-1.0
ULBP1,-1.0,-1.0
ULBP2,-1.0,-1.0
ULBP3,-1.0,-1.0
UMODL1,-1.0,-1.0
UNC5A,-1.0,-1.0
UPK2,-1.0,-1.0
UPK3BL,-1.0,-1.0
USP17,-1.0,-1.0
USP26,-1.0,-1.0
USP29,-1.0,-1.0
USP43,-1.0,-1.0
USP49,-1.0,-1.0
USP6,-1.0,-1.0
UTF1,-1.0,-1.0
UTS2,-1.0,-1.0
VASH2,-1.0,-1.0
VAX1,-1.0,-1.0
VAX2,-1.0,-1.0
VCX,-1.0,-1.0
VCX2,-1.0,-1.0
VCX3A,-1.0,-1.0
VCX3B,-1.0,-1.0
VENTX,-1.0,-1.0
VENTXP1,-1.0,-1.0
VGLL2,-1.0,-1.0
VHLL,-1.0,-1.0
VMAC,-1.0,-1.0
VN1R1,-1.0,-1.0
VN1R4,-1.0,-1.0
VN1R5,-1.0,-1.0
VPREB1,-1.0,-1.0
VPS37D,-1.0,-1.0
VSIG1,-1.0,-1.0
VSIG10L,-1.0,-1.0
VSTM1,-1.0,-1.0
VSX2,-1.0,-1.0
VWA5B2,-1.0,-1.0
VWCE,-1.0,-1.0
WBP11P1,-1.0,-1.0
WBSCR26,-1.0,-1.0
WBSCR27,-1.0,-1.0
WBSCR28,-1.0,-1.0
WDHD1,-1.0,-1.0
WDR4,-1.0,-1.0
WDR52,-1.0,-1.0
WDR53,-1.0,-1.0
WDR62,-1.0,-1.0
WDR66,-1.0,-1.0
WDR67,-1.0,-1.0
WDR76,-1.0,-1.0
WDR87,-1.0,-1.0
WDR88,-1.0,-1.0
WDR93,-1.0,-1.0
WFDC10A,-1.0,-1.0
WFDC10B,-1.0,-1.0
WFDC11,-1.0,-1.0
WFDC3,-1.0,-1.0
WFDC8,-1.0,-1.0
WFIKKN1,-1.0,-1.0
WISP1,-1.0,-1.0
WNT10A,-1.0,-1.0
WNT10B,-1.0,-1.0
WNT2,-1.0,-1.0
WNT3,-1.0,-1.0
WNT6,-1.0,-1.0
WNT7B,-1.0,-1.0
XAGE1D,-1.0,-1.0
XAGE5,-1.0,-1.0
XCL1,-1.0,-1.0
XIRP1,-1.0,-1.0
XKR3,-1.0,-1.0
XKR5,-1.0,-1.0
XKR7,-1.0,-1.0
XKR9,-1.0,-1.0
XKRX,-1.0,-1.0
XRCC2,-1.0,-1.0
XRCC3,-1.0,-1.0
XRCC6BP1,-1.0,-1.0
YBX2,-1.0,-1.0
YJEFN3,-1.0,-1.0
YY2,-1.0,-1.0
ZACN,-1.0,-1.0
ZAN,-1.0,-1.0
ZAP70,-1.0,-1.0
ZAR1,-1.0,-1.0
ZAR1L,-1.0,-1.0
ZBBX,-1.0,-1.0
ZBED2,-1.0,-1.0
ZBP1,-1.0,-1.0
ZBTB12,-1.0,-1.0
ZBTB25,-1.0,-1.0
ZBTB26,-1.0,-1.0
ZBTB3,-1.0,-1.0
ZBTB32,-1.0,-1.0
ZBTB8B,-1.0,-1.0
ZC3H12D,-1.0,-1.0
ZC3HAV1L,-1.0,-1.0
ZCCHC4,-1.0,-1.0
ZDHHC11,-1.0,-1.0
ZDHHC22,-1.0,-1.0
ZDHHC23,-1.0,-1.0
ZDHHC8P1,-1.0,-1.0
ZFATAS,-1.0,-1.0
ZFP42,-1.0,-1.0
ZFP57,-1.0,-1.0
ZGLP1,-1.0,-1.0
ZIC1,-1.0,-1.0
ZIC2,-1.0,-1.0
ZIC3,-1.0,-1.0
ZIC4,-1.0,-1.0
ZIC5,-1.0,-1.0
ZIM3,-1.0,-1.0
ZKSCAN3,-1.0,-1.0
ZKSCAN4,-1.0,-1.0
ZMYND10,-1.0,-1.0
ZMYND15,-1.0,-1.0
ZMYND17,-1.0,-1.0
ZNF100,-1.0,-1.0
ZNF101,-1.0,-1.0
ZNF107,-1.0,-1.0
ZNF114,-1.0,-1.0
ZNF121,-1.0,-1.0
ZNF124,-1.0,-1.0
ZNF137,-1.0,-1.0
ZNF169,-1.0,-1.0
ZNF177,-1.0,-1.0
ZNF182,-1.0,-1.0
ZNF193,-1.0,-1.0
ZNF2,-1.0,-1.0
ZNF20,-1.0,-1.0
ZNF200,-1.0,-1.0
ZNF232,-1.0,-1.0
ZNF233,-1.0,-1.0
ZNF234,-1.0,-1.0
ZNF239,-1.0,-1.0
ZNF273,-1.0,-1.0
ZNF280A,-1.0,-1.0
ZNF280B,-1.0,-1.0
ZNF280C,-1.0,-1.0
ZNF283,-1.0,-1.0
ZNF284,-1.0,-1.0
ZNF286B,-1.0,-1.0
ZNF30,-1.0,-1.0
ZNF300,-1.0,-1.0
ZNF322B,-1.0,-1.0
ZNF324B,-1.0,-1.0
ZNF341,-1.0,-1.0
ZNF35,-1.0,-1.0
ZNF354B,-1.0,-1.0
ZNF365,-1.0,-1.0
ZNF367,-1.0,-1.0
ZNF389,-1.0,-1.0
ZNF416,-1.0,-1.0
ZNF417,-1.0,-1.0
ZNF419,-1.0,-1.0
ZNF432,-1.0,-1.0
ZNF443,-1.0,-1.0
ZNF449,-1.0,-1.0
ZNF469,-1.0,-1.0
ZNF474,-1.0,-1.0
ZNF479,-1.0,-1.0
ZNF485,-1.0,-1.0
ZNF488,-1.0,-1.0
ZNF492,-1.0,-1.0
ZNF497,-1.0,-1.0
ZNF519,-1.0,-1.0
ZNF525,-1.0,-1.0
ZNF530,-1.0,-1.0
ZNF534,-1.0,-1.0
ZNF543,-1.0,-1.0
ZNF547,-1.0,-1.0
ZNF550,-1.0,-1.0
ZNF551,-1.0,-1.0
ZNF556,-1.0,-1.0
ZNF557,-1.0,-1.0
ZNF560,-1.0,-1.0
ZNF565,-1.0,-1.0
ZNF566,-1.0,-1.0
ZNF567,-1.0,-1.0
ZNF572,-1.0,-1.0
ZNF586,-1.0,-1.0
ZNF594,-1.0,-1.0
ZNF599,-1.0,-1.0
ZNF600,-1.0,-1.0
ZNF607,-1.0,-1.0
ZNF610,-1.0,-1.0
ZNF616,-1.0,-1.0
ZNF628,-1.0,-1.0
ZNF630,-1.0,-1.0
ZNF642,-1.0,-1.0
ZNF643,-1.0,-1.0
ZNF648,-1.0,-1.0
ZNF653,-1.0,-1.0
ZNF669,-1.0,-1.0
ZNF670,-1.0,-1.0
ZNF674,-1.0,-1.0
ZNF675,-1.0,-1.0
ZNF678,-1.0,-1.0
ZNF679,-1.0,-1.0
ZNF681,-1.0,-1.0
ZNF683,-1.0,-1.0
ZNF695,-1.0,-1.0
ZNF70,-1.0,-1.0
ZNF701,-1.0,-1.0
ZNF705A,-1.0,-1.0
ZNF705D,-1.0,-1.0
ZNF71,-1.0,-1.0
ZNF713,-1.0,-1.0
ZNF716,-1.0,-1.0
ZNF732,-1.0,-1.0
ZNF735,-1.0,-1.0
ZNF738,-1.0,-1.0
ZNF749,-1.0,-1.0
ZNF765,-1.0,-1.0
ZNF77,-1.0,-1.0
ZNF771,-1.0,-1.0
ZNF773,-1.0,-1.0
ZNF775,-1.0,-1.0
ZNF786,-1.0,-1.0
ZNF789,-1.0,-1.0
ZNF79,-1.0,-1.0
ZNF792,-1.0,-1.0
ZNF8,-1.0,-1.0
ZNF80,-1.0,-1.0
ZNF81,-1.0,-1.0
ZNF815,-1.0,-1.0
ZNF816A,-1.0,-1.0
ZNF837,-1.0,-1.0
ZNF845,-1.0,-1.0
ZNF85,-1.0,-1.0
ZNF878,-1.0,-1.0
ZNF92,-1.0,-1.0
ZNF93,-1.0,-1.0
ZNF99,-1.0,-1.0
ZNHIT2,-1.0,-1.0
ZP1,-1.0,-1.0
ZP3,-1.0,-1.0
ZP4,-1.0,-1.0
ZPBP2,-1.0,-1.0
ZPLD1,-1.0,-1.0
ZSCAN10,-1.0,-1.0
ZSCAN12P1,-1.0,-1.0
ZSCAN16,-1.0,-1.0
ZSCAN20,-1.0,-1.0
ZSCAN22,-1.0,-1.0
ZSCAN5A,-1.0,-1.0
ZSCAN5B,-1.0,-1.0
ZSWIM2,-1.0,-1.0
ZSWIM3,-1.0,-1.0
ZUFSP,-1.0,-1.0
ZWINT,-1.0,-1.0
ZYG11A,-1.0,-1.0
